pl_hostname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_radj,hip_name,ra,dec,st_radv,st_radverr1,st_radverr2,st_optmag,st_optmagerr,st_optband,st_bmvj,st_bmvjerr,st_rad,st_raderr1,st_raderr2,st_metfe,st_metfeerr1,st_metfeerr2,st_teff,st_tefferr1,st_tefferr2,st_logg,st_loggerr1,st_loggerr2,st_age,st_ageerr1,st_ageerr2,pl_disc_refname,pl_letter
TAP 26,10.79000000,0.14000000,-0.14000000,0.096800,0.003200,-0.003200,,,,,,,1.66000,0.31000,-0.31000,0,,,64.715416,17.387936,20.97,5.72,-5.72,,,,,,1.17,0.17,-0.17,,,,4620.00,50.00,-50.00,4.50,,,0.017,,,Yu et al. 2017,b
HD 27631,2198.14000000,54.11000000,-50.34000000,3.242000,0.070000,-0.068000,0.141000,0.062000,-0.065000,,,,1.49400,0.04200,-0.04200,0,,HIP 20199,64.939461,-41.960266,21.11,0.00,-0.00,8.243,0.012,V (Johnson),0.721,0.009,0.92,0.03,-0.03,-0.120,0.050,-0.050,5737.00,36.00,-36.00,4.46,0.04,-0.04,4.010,2.892,-2.892,Marmier et al. 2013,b
HD 27894,5174.00000000,171.00000000,-82.00000000,5.448000,0.119000,-0.058000,0.389000,0.087000,-0.030000,,,,5.41500,0.23900,-1.21400,0,,HIP 20277,65.196030,-59.410835,82.90,0.00,-0.00,9.349,0.021,V (Johnson),1.042,0.043,,,,0.300,0.070,-0.070,,,,,,,,,,Trifonov et al. 2017,d
HD 27894,18.02000000,0.01000000,-0.02000000,0.125000,0.000100,-0.000100,0.047000,0.012000,-0.008000,,,,0.66500,0.00900,-0.00700,0,,HIP 20277,65.196030,-59.410835,82.90,0.00,-0.00,9.349,0.021,V (Johnson),1.042,0.043,,,,0.300,0.070,-0.070,,,,,,,,,,Moutou et al. 2005,b
HD 27894,36.07000000,0.26000000,-0.09000000,0.198000,0.001000,-0.001000,0.015000,0.020000,-0.002000,,,,0.16200,0.01100,-0.04000,0,,HIP 20277,65.196030,-59.410835,82.90,0.00,-0.00,9.349,0.021,V (Johnson),1.042,0.043,,,,0.300,0.070,-0.070,,,,,,,,,,Trifonov et al. 2017,c
RR Cae,4343.50000000,36.50000000,-36.50000000,5.300000,0.600000,-0.600000,0.000000,,,17.600,,,4.20000,0.40000,-0.40000,0,,,65.273181,-48.651976,,,,,,,,,,,,,,,,,,,,,,,,Qian et al. 2012,b
K2-155,40.71800000,0.00500000,-0.00500000,0.193700,0.006400,-0.005900,,,,89.610,0.270,-0.480,,,,0,0.170,,65.468697,21.353600,19.10,0.50,-0.50,12.806,0.050,V (Johnson),1.267,0.071,0.58,0.06,-0.03,-0.300,0.200,-0.200,4258.00,150.00,-150.00,4.60,0.30,-0.30,,,,Hirano et al. 2018,d
K2-155,6.34200000,0.00200000,-0.00200000,0.056200,0.001300,-0.001400,,,,88.300,1.200,-1.900,,,,0,0.161,,65.468697,21.353600,19.10,0.50,-0.50,12.806,0.050,V (Johnson),1.267,0.071,0.58,0.06,-0.03,-0.300,0.200,-0.200,4258.00,150.00,-150.00,4.60,0.30,-0.30,,,,Hirano et al. 2018,b
K2-155,13.85000000,0.00600000,-0.00600000,0.094600,0.003100,-0.003000,,,,88.960,0.710,-0.880,,,,0,0.232,,65.468697,21.353600,19.10,0.50,-0.50,12.806,0.050,V (Johnson),1.267,0.071,0.58,0.06,-0.03,-0.300,0.200,-0.200,4258.00,150.00,-150.00,4.60,0.30,-0.30,,,,Hirano et al. 2018,c
XO-3,3.19154000,0.00014000,-0.00014000,,,,0.290000,0.000000,0.000000,79.320,1.360,-1.360,7.29000,1.19000,-1.19000,0,1.410,,65.469581,57.817181,-12.03,0.01,-0.01,9.800,0.030,V (Johnson),,,1.54,0.11,-0.11,-0.180,,,6429.00,50.00,-50.00,3.95,0.06,-0.06,,,,Johns-Krull et al. 2008,b
FU Tau,,,,800.000000,,,,,,,,,16.00000,,,0,,,65.898908,25.049898,,,,,,,,,,,,,,,2838.00,,,,,,0.001,,,Luhman et al. 2009,b
HD 28254,1116.00000000,26.00000000,-26.00000000,2.150000,0.040000,-0.050000,0.810000,0.050000,-0.020000,,,,1.16000,0.10000,-0.06000,0,,HIP 20606,66.211273,-50.622192,-9.31,0.00,-0.00,7.684,0.011,V (Johnson),0.756,0.020,1.48,0.06,-0.06,0.060,0.020,-0.020,5664.00,35.00,-35.00,4.12,0.05,-0.05,,,,Naef et al. 2010,b
K2-87,9.72661800,0.00005500,-0.00005500,0.094000,0.001000,-0.001000,,,,87.740,0.170,-0.170,,,,0,0.678,,66.236221,18.827417,,,,14.134,0.040,V (Johnson),1.179,0.045,1.40,0.08,-0.06,0.328,0.051,-0.045,5747.00,58.00,-49.00,4.21,0.03,-0.04,,,,Crossfield et al. 2016,b
HAT-P-15,10.86350000,0.00002700,-0.00002700,,,,0.190000,0.020000,-0.020000,89.100,0.200,-0.200,1.94000,0.30000,-0.30000,0,1.060,,66.248026,39.460636,31.23,0.14,-0.14,12.160,,V (Johnson),,,1.07,0.07,-0.07,0.220,,,5568.00,90.00,-90.00,4.38,0.03,-0.03,,,,Kovacs et al. 2010,b
WASP-79,3.66238000,0.00000500,-0.00000500,,,,0.000000,,,85.400,0.600,-0.600,0.85000,0.18000,-0.18000,0,1.670,,66.370903,-30.600445,5.19,0.23,-0.23,10.100,,V (Johnson),,,1.60,0.14,-0.14,0.030,,,6600.00,100.00,-100.00,4.20,0.15,-0.15,,,,Smalley et al. 2012,b
HD 28185,379.00000000,2.00000000,-2.00000000,1.020000,0.020000,-0.020000,0.050000,0.030000,-0.030000,,,,5.90000,0.24000,-0.24000,0,,HIP 20723,66.609673,-10.550821,49.60,0.10,-0.10,7.810,0.011,V (Johnson),0.715,0.019,1.03,0.01,-0.01,0.230,,,5662.00,11.00,-11.00,4.42,0.02,-0.02,,,,Santos et al. 2001,b
GJ 3293,30.59870000,0.00830000,-0.00840000,0.143390,0.000030,-0.000030,0.060000,0.040000,-0.040000,,,,0.07406,0.00277,-0.00280,0,,,67.148820,-25.169301,13.30,0.00,-0.00,11.962,,V (Johnson),,,0.40,0.03,-0.03,0.020,0.090,-0.090,3466.00,49.00,-49.00,,,,,,,Astudillo-Defru et al. 2015,b
GJ 3293,122.61960000,0.24290000,-0.23710000,0.361750,0.000480,-0.000470,0.110000,0.100000,-0.080000,,,,0.06636,0.00390,-0.00396,0,,,67.148820,-25.169301,13.30,0.00,-0.00,11.962,,V (Johnson),,,0.40,0.03,-0.03,0.020,0.090,-0.090,3466.00,49.00,-49.00,,,,,,,Astudillo-Defru et al. 2015,c
GJ 3293,48.13450000,0.06280000,-0.06610000,0.193940,0.000170,-0.000180,0.120000,0.130000,-0.090000,,,,0.02391,0.00330,-0.00330,0,,,67.148820,-25.169301,13.30,0.00,-0.00,11.962,,V (Johnson),,,0.40,0.03,-0.03,0.020,0.090,-0.090,3466.00,49.00,-49.00,,,,,,,Astudillo-Defru et al. 2017,d
GJ 3293,13.25430000,0.00780000,-0.01040000,0.082080,0.000030,-0.000040,0.210000,0.200000,-0.140000,,,,0.01032,0.00201,-0.00201,0,,,67.148820,-25.169301,13.30,0.00,-0.00,11.962,,V (Johnson),,,0.40,0.03,-0.03,0.020,0.090,-0.090,3466.00,49.00,-49.00,,,,,,,Astudillo-Defru et al. 2017,e
eps Tau,594.90000000,5.30000000,-5.30000000,1.930000,0.030000,-0.030000,0.151000,0.023000,-0.023000,,,,7.60000,0.20000,-0.20000,0,,HIP 20889,67.154167,19.180431,,,,3.540,,V (Johnson),1.010,,13.70,0.60,,,,,4901.00,20.00,,,,,,,,Sato et al. 2007,b
HATS-5,4.76338700,0.00001000,-0.00001000,0.054200,0.000600,-0.000600,0.019000,0.019000,-0.019000,89.300,0.300,-0.300,0.23700,0.01200,-0.01200,0,0.912,,67.222871,-21.481916,5.65,1.34,-1.34,12.630,0.030,V (Johnson),0.809,0.032,0.87,0.02,-0.02,0.190,0.080,-0.080,5304.00,50.00,-50.00,4.53,0.02,-0.02,3.600,2.600,-1.900,Zhou et al. 2014,b
K2-136,17.30713700,0.00025200,-0.00028400,,,,0.130000,0.270000,-0.110000,89.600,0.300,-0.300,,,,0,0.260,,67.412460,22.882721,39.76,0.10,-0.10,10.900,0.100,Kepler-band,1.279,0.051,0.66,0.02,-0.02,0.150,0.030,-0.030,4499.00,50.00,-50.00,4.66,0.02,-0.02,,,,Mann et al. 2017,c
K2-136,7.97529200,0.00083300,-0.00077000,,,,0.100000,0.190000,-0.070000,89.300,0.500,-0.700,,,,0,0.088,,67.412460,22.882721,39.76,0.10,-0.10,10.900,0.100,Kepler-band,1.279,0.051,0.66,0.02,-0.02,0.150,0.030,-0.030,4499.00,50.00,-50.00,4.66,0.02,-0.02,,,,Mann et al. 2017,b
K2-136,25.57506500,0.00241800,-0.00235700,,,,0.140000,0.130000,-0.090000,89.400,0.400,-0.200,,,,0,0.129,,67.412460,22.882721,39.76,0.10,-0.10,10.900,0.100,Kepler-band,1.279,0.051,0.66,0.02,-0.02,0.150,0.030,-0.030,4499.00,50.00,-50.00,4.66,0.02,-0.02,,,,Mann et al. 2017,d
HATS-63,3.05665270,0.00000490,-0.00000490,0.040260,0.000280,-0.000280,0.136000,,,84.860,0.190,-0.190,0.96000,0.12000,-0.12000,0,1.207,,67.418554,-28.197287,-4.17,0.01,-0.01,13.892,0.009,V (Johnson),,,1.07,0.01,-0.01,0.081,0.038,-0.038,5627.00,18.00,-18.00,4.35,0.01,-0.01,10.300,1.100,-1.100,Hartman et al. 2018,b
DH Tau,,,,330.000000,,,,,,,,,11.00000,10.00000,-3.00000,0,,,67.423158,26.549520,,,,,,,,,0.27,0.07,-0.07,,,,,,,,,,0.001,,,Itoh et al. 2005,b
HD 28678,380.20000000,1.60000000,-1.60000000,1.180000,0.200000,-0.200000,0.149000,0.047000,-0.047000,,,,1.54200,0.07300,-0.07300,0,,HIP 21109,67.856056,4.575287,61.77,0.13,-0.13,8.380,,V (Johnson),1.010,,6.48,,,,,,4972.00,,,3.06,,,,,,Johnson et al. 2011,b
WASP-159,3.84040100,0.00000700,-0.00000700,0.053800,0.001500,-0.001500,0.000000,,,88.100,1.400,-1.400,0.55000,0.08000,-0.08000,0,1.380,,68.136497,-38.968334,35.16,0.01,-0.01,,,,,,2.11,0.10,-0.10,0.220,0.120,-0.120,6120.00,140.00,-140.00,3.94,0.04,-0.04,3.400,0.950,-0.950,Hellier et al. 2018,b
V830 Tau,4.92700000,0.00800000,-0.00800000,0.057000,0.001000,-0.001000,,,,55.000,10.000,-10.000,0.70000,0.12000,-0.12000,0,,,68.291803,24.562050,13.45,2.59,-2.59,12.377,0.031,V (Johnson),1.313,0.059,2.00,0.20,-0.20,,,,4250.00,50.00,-50.00,,,,0.002,,,Donati et al. 2016,b
TOI 270,5.66017200,0.00003500,-0.00003500,0.047200,0.003000,-0.003300,0.000000,,,89.530,0.300,-0.420,,,,0,0.216,,68.415500,-51.956233,,,,12.620,0.030,V (Johnson),,,0.38,0.02,-0.02,-0.170,0.100,-0.100,3386.00,137.00,-131.00,,,,,,,G&uuml;nther et al. 2019,c
TOI 270,11.38014000,0.00011000,-0.00010000,0.073300,0.004200,-0.004200,0.000000,,,89.690,0.160,-0.120,,,,0,0.190,,68.415500,-51.956233,,,,12.620,0.030,V (Johnson),,,0.38,0.02,-0.02,-0.170,0.100,-0.100,3386.00,137.00,-131.00,,,,,,,G&uuml;nther et al. 2019,d
TOI 270,3.36008000,0.00006500,-0.00007000,0.030600,0.003300,-0.005700,0.000000,,,88.650,0.850,-1.400,,,,0,0.111,,68.415500,-51.956233,,,,12.620,0.030,V (Johnson),,,0.38,0.02,-0.02,-0.170,0.100,-0.100,3386.00,137.00,-131.00,,,,,,,G&uuml;nther et al. 2019,b
CI Tau,8.98910000,0.02020000,-0.02020000,,,,0.250000,0.160000,-0.160000,50.500,6.300,-8.500,11.60000,2.90000,-2.70000,0,,,68.466728,22.841696,18.00,3.70,-4.40,12.939,0.031,V (Johnson),1.364,0.055,,,,,,,,,,,,,0.003,0.001,-0.001,Flagg et al. 2019,b
WASP-100,2.84938000,0.00000800,-0.00000800,,,,0.000000,,,82.600,2.150,-2.150,1.26000,0.45000,-0.45000,0,1.330,,68.959728,-64.027039,29.96,0.00,-0.00,,,,,,1.57,0.16,-0.16,-0.030,,,6900.00,120.00,-120.00,4.35,0.17,-0.17,,,,Hellier et al. 2014,b
alf Tau,628.96000000,0.90000000,-0.90000000,1.460000,0.270000,-0.270000,0.100000,0.050000,-0.050000,,,,6.47000,0.53000,-0.53000,0,,HIP 21421,68.980164,16.509302,,,,0.850,,V (Johnson),1.520,0.005,45.10,0.10,-0.10,-0.270,0.050,-0.050,4055.00,70.00,-70.00,1.20,0.10,-0.10,6.600,2.400,-2.400,Hatzes et al. 2015,b
51 Eri,11688.00000000,6209.25000000,-3287.25000000,12.000000,4.000000,-2.000000,0.450000,0.100000,-0.150000,133.000,14.000,-7.000,,,,0,,HIP 21547,69.400551,-2.473548,17.30,3.00,-3.00,5.230,,V (Johnson),0.280,,,,,-0.027,0.045,-0.045,,,,,,,0.020,0.006,-0.006,Macintosh et al. 2015,b
HD 29021,1362.30000000,4.60000000,-4.00000000,2.280000,0.070000,-0.080000,0.459000,0.008000,-0.008000,,,,2.40000,0.20000,-0.20000,0,,HIP 21571,69.467590,60.676197,-0.20,0.10,-0.10,7.760,,V (Johnson),0.710,,0.85,0.09,-0.09,-0.240,0.020,-0.020,5560.00,45.00,-45.00,4.44,0.03,-0.03,7.400,3.100,-3.100,Rey et al. 2017,b
LkCa 15,,,,18.600000,2.500000,-2.500000,,,,50.000,,,,,,,,,69.824148,22.350967,,,,12.025,0.228,V (Johnson),0.984,0.464,,,,,,,,,,,,,,,,Sallum et al. 2015,c
LkCa 15,,,,14.700000,2.100000,-2.100000,,,,50.000,,,,,,,,,69.824148,22.350967,,,,12.025,0.228,V (Johnson),0.984,0.464,,,,,,,,,,,,,,,,Sallum et al. 2015,b
K2-133,26.58410000,0.00180000,-0.00170000,0.134600,0.001100,-0.001100,,,,89.164,0.012,-0.010,,,,0,0.154,,70.148567,25.010006,107.20,1.40,-1.40,14.288,0.010,V (Johnson),1.428,0.047,0.46,0.02,-0.02,,,,3655.00,80.00,-80.00,,,,,,,Wells et al. 2019,e
K2-133,3.07133000,0.00011000,-0.00011000,0.031940,0.000250,-0.000260,,,,87.600,0.180,-0.150,,,,0,0.120,,70.148567,25.010006,107.20,1.40,-1.40,14.288,0.010,V (Johnson),1.428,0.047,0.46,0.02,-0.02,,,,3655.00,80.00,-80.00,,,,,,,Wells et al. 2017,b
K2-133,4.86784000,0.00012000,-0.00012000,0.043410,0.000340,-0.000350,,,,88.210,0.110,-0.080,,,,0,0.143,,70.148567,25.010006,107.20,1.40,-1.40,14.288,0.010,V (Johnson),1.428,0.047,0.46,0.02,-0.02,,,,3655.00,80.00,-80.00,,,,,,,Wells et al. 2017,c
K2-133,11.02454000,0.00036000,-0.00035000,0.074870,0.000590,-0.000600,,,,89.400,0.100,-0.080,,,,0,0.179,,70.148567,25.010006,107.20,1.40,-1.40,14.288,0.010,V (Johnson),1.428,0.047,0.46,0.02,-0.02,,,,3655.00,80.00,-80.00,,,,,,,Wells et al. 2017,d
2MASS J04414489+2301513,,,,15.000000,,,,,,,,,7.50000,2.50000,-2.50000,0,,,70.437073,23.030941,,,,,,,,,,,,,,,,,,,,,0.001,,,Todorov et al. 2010,b
HD 30177,11613.00000000,1837.00000000,-1837.00000000,9.890000,1.040000,-1.040000,0.220000,0.140000,-0.140000,,,,7.60000,3.10000,-3.10000,0,,HIP 21850,70.476555,-58.020756,63.10,,,8.397,,V (Johnson),0.773,0.012,1.02,0.03,-0.03,0.390,0.050,-0.050,5607.00,47.00,-47.00,4.42,0.03,-0.03,2.525,1.954,-1.954,Wittenmyer et al. 2017,c
HD 30177,2527.83000000,4.71000000,-4.69000000,3.704000,0.027000,-0.027000,0.162000,0.010000,-0.010000,,,,8.62200,0.12500,-0.12600,0,,HIP 21850,70.476555,-58.020756,63.10,,,8.397,,V (Johnson),0.773,0.012,1.02,0.03,-0.03,0.390,0.050,-0.050,5607.00,47.00,-47.00,4.42,0.03,-0.03,2.525,1.954,-1.954,Tinney et al. 2003,b
HD 285968,8.78360000,0.00540000,-0.00540000,0.066000,,,0.000000,,,,,,0.02600,,,0,,HIP 21932,70.732407,18.958172,26.41,0.00,-0.00,10.038,0.049,V (Johnson),1.530,0.015,0.45,0.02,-0.02,0.150,,,3679.00,77.00,-77.00,,,,,,,Forveille et al. 2009,b
WASP-141,3.31065100,0.00000500,-0.00000500,0.046900,0.000700,-0.000700,0.000000,,,87.600,1.300,-1.300,2.69000,0.15000,-0.15000,0,1.210,,71.824409,-17.115154,33.83,0.01,-0.01,12.400,,V (Johnson),,,1.37,0.07,-0.07,0.290,0.090,-0.090,5900.00,120.00,-120.00,4.26,0.04,-0.04,5.000,,,Hellier et al. 2017,b
HD 30669,1684.00000000,61.00000000,-61.00000000,2.690000,0.080000,-0.080000,0.180000,0.150000,-0.150000,,,,0.47000,0.06000,-0.06000,0,,HIP 22320,72.118690,-28.419298,65.80,0.80,-0.80,9.110,,V (Johnson),0.820,,0.91,0.04,-0.04,0.130,0.060,-0.060,5400.00,74.00,-74.00,4.37,0.55,-0.55,4.800,4.000,-4.000,Moutou et al. 2015,b
HD 30562,1157.00000000,27.00000000,-27.00000000,2.340000,0.060000,-0.060000,0.760000,0.050000,-0.050000,,,,1.22000,0.14000,-0.14000,0,,HIP 22336,72.151604,-5.674045,77.24,0.00,-0.00,5.780,,V (Johnson),0.620,,1.61,0.03,-0.03,0.200,,,5882.00,10.00,-10.00,4.07,0.02,-0.02,,,,Fischer et al. 2009,b
HD 30856,847.00000000,20.00000000,-20.00000000,1.850000,0.130000,-0.130000,0.061000,0.058000,-0.058000,,,,1.54700,0.09100,-0.09100,0,,HIP 22491,72.574425,-24.368839,35.71,0.16,-0.16,7.910,,V (Johnson),0.961,,4.40,,,,,,4895.00,,,3.20,,,,,,Johnson et al. 2011,b
WASP-82,2.70579000,0.00000200,-0.00000200,,,,0.000000,,,87.900,1.650,-1.650,1.17000,0.20000,-0.20000,0,1.620,,72.660671,1.893921,-23.63,0.00,-0.00,10.100,,V (Johnson),,,2.10,0.16,-0.16,0.120,,,6480.00,90.00,-90.00,3.96,0.03,-0.03,,,,Smith 2015,b
GJ 179,2288.00000000,59.00000000,-59.00000000,2.410000,0.040000,-0.040000,0.210000,0.080000,-0.080000,,,,0.82000,0.07000,-0.07000,0,,HIP 22627,73.023865,6.476539,,,,12.000,0.025,V (Johnson),1.520,0.044,0.38,0.02,-0.02,0.300,0.100,-0.100,3370.00,100.00,-100.00,4.83,,,,,,Howard et al. 2010,b
GJ 180,24.32900000,0.05200000,-0.06600000,0.129000,0.007000,-0.017000,0.090000,0.200000,-0.090000,,,,0.02014,0.01164,-0.01290,0,,HIP 22762,73.458252,-17.773418,-15.07,0.23,-0.23,10.910,0.011,V (Johnson),1.530,0.020,,,,,,,3371.00,,,,,,,,,Tuomi et al. 2014,c
GJ 180,17.38000000,0.01800000,-0.02000000,0.103000,0.006000,-0.014000,0.110000,0.140000,-0.110000,,,,0.02611,0.01101,-0.01668,0,,HIP 22762,73.458252,-17.773418,-15.07,0.23,-0.23,10.910,0.011,V (Johnson),1.530,0.020,,,,,,,3371.00,,,,,,,,,Tuomi et al. 2014,b
HD 31253,466.00000000,3.00000000,-3.00000000,1.260000,0.020000,-0.020000,0.300000,0.200000,-0.200000,,,,0.62000,0.12000,-0.12000,0,,HIP 22826,73.681892,12.352201,12.10,0.30,-0.30,7.133,0.011,V (Johnson),0.580,0.019,1.75,0.04,-0.04,0.170,,,6130.00,22.00,-22.00,4.18,0.06,-0.06,,,,Meschiari et al. 2011,b
K2-232,11.16845400,0.00002300,-0.00002300,0.103560,0.000810,-0.000770,0.258000,0.025000,-0.025000,89.140,0.130,-0.110,0.39800,0.03700,-0.03700,0,1.000,,73.766510,18.654535,,,,9.899,0.039,V (Johnson),0.698,0.064,1.16,0.02,-0.02,0.100,0.040,-0.040,6154.00,60.00,-60.00,4.38,0.02,-0.02,1.430,0.820,-0.750,Brahm et al. 2018,b
HD 31527,16.55350000,0.00340000,-0.00350000,0.125400,0.004100,-0.004500,0.100000,0.050000,-0.050000,,,,0.03290,0.00280,-0.00280,0,,HIP 22905,73.909927,-23.241880,25.66,0.16,-0.16,7.490,,V (Johnson),0.610,,,,,-0.170,0.010,-0.010,5898.00,13.00,-13.00,4.45,0.02,-0.02,,,,Udry et al. 2019,b
HD 31527,51.20530000,0.03730000,-0.03680000,0.266300,0.008800,-0.009500,0.040000,0.050000,-0.030000,,,,0.04450,0.00400,-0.00390,0,,HIP 22905,73.909927,-23.241880,25.66,0.16,-0.16,7.490,,V (Johnson),0.610,,,,,-0.170,0.010,-0.010,5898.00,13.00,-13.00,4.45,0.02,-0.02,,,,Udry et al. 2019,c
HD 31527,271.67370000,2.11350000,-2.24710000,0.809800,0.027300,-0.029300,0.240000,0.130000,-0.130000,,,,0.03720,0.00530,-0.00520,0,,HIP 22905,73.909927,-23.241880,25.66,0.16,-0.16,7.490,,V (Johnson),0.610,,,,,-0.170,0.010,-0.010,5898.00,13.00,-13.00,4.45,0.02,-0.02,,,,Udry et al. 2019,d
TOI 216,17.08900000,0.01100000,-0.01500000,0.129300,0.006700,-0.005100,0.132000,0.059000,-0.023000,88.364,0.042,-0.068,0.09439,0.06293,-0.04405,0,0.686,,73.980208,-63.260056,36.30,0.95,-0.95,12.324,0.069,V (Johnson),,,0.84,0.04,-0.03,0.320,0.100,-0.100,5026.00,125.00,-125.00,4.66,0.20,-0.20,,,,Kipping et al. 2019,b
TOI 216,34.55600000,0.01400000,-0.01000000,0.206900,0.010700,-0.008200,0.029000,0.037000,-0.020000,89.830,0.110,-0.120,0.62927,0.53488,-0.31463,0,1.007,,73.980208,-63.260056,36.30,0.95,-0.95,12.324,0.069,V (Johnson),,,0.84,0.04,-0.03,0.320,0.100,-0.100,5026.00,125.00,-125.00,4.66,0.20,-0.20,,,,Kipping et al. 2019,c
HAT-P-70,2.74432452,0.00000079,-0.00000068,0.047390,0.000310,-0.001060,0.000000,,,96.500,1.420,-0.910,6.78000,,,0,1.870,,74.552333,9.997979,25.26,0.11,-0.11,,,,,,1.86,0.12,-0.09,-0.059,0.075,-0.088,8450.00,540.00,-690.00,4.18,0.06,-0.06,0.600,0.380,-0.200,Zhou et al. 2019,b
WASP-61,3.85590000,0.00000300,-0.00000300,,,,0.000000,,,89.350,0.560,-0.560,2.68000,0.84000,-0.84000,0,1.410,,75.299663,-26.054144,18.97,0.00,,12.500,,V (Johnson),,,1.55,0.24,-0.24,-0.100,,,6250.00,150.00,-150.00,4.26,0.01,-0.01,,,,Hellier et al. 2012,b
GJ 3323,5.36360000,0.00070000,-0.00070000,0.032820,0.000540,-0.000560,0.230000,0.110000,-0.110000,,,,0.00636,0.00082,-0.00079,0,,,75.489280,-6.946263,42.45,0.00,-0.00,12.220,,V (Johnson),1.800,0.015,0.12,0.03,-0.03,-0.270,0.090,-0.090,3159.00,49.00,-49.00,,,,,,,Astudillo-Defru et al. 2017,b
GJ 3323,40.54000000,0.21000000,-0.19000000,0.126400,0.002100,-0.002200,0.170000,0.210000,-0.120000,,,,0.00727,0.00157,-0.00154,0,,,75.489280,-6.946263,42.45,0.00,-0.00,12.220,,V (Johnson),1.800,0.015,0.12,0.03,-0.03,-0.270,0.090,-0.090,3159.00,49.00,-49.00,,,,,,,Astudillo-Defru et al. 2017,c
NGTS-6,0.88205900,0.00000080,-0.00000080,0.016770,0.000320,-0.000320,0.000000,,,78.231,0.262,-0.210,1.33900,0.02800,-0.02800,0,1.326,,75.795417,-30.399345,-19.14,0.01,-0.01,14.087,0.021,V (Johnson),,,0.75,0.01,-0.01,0.110,0.090,-0.090,4730.00,44.00,-40.00,4.70,1.10,-0.70,9.770,0.250,-0.540,Vines et al. 2019,b
WASP-35,3.16158000,0.00000200,-0.00000200,,,,0.000000,,,87.960,0.280,-0.280,0.71000,0.10000,-0.10000,0,1.300,,76.081782,-6.229821,17.72,0.00,,11.010,0.090,V (Johnson),,,1.08,0.06,-0.06,-0.150,,,5990.00,80.00,-80.00,4.40,0.01,-0.01,,,,Enoch et al. 2011,b
K2-291,2.22517700,0.00006600,-0.00006800,0.032610,0.000440,-0.000440,0.000000,,,85.260,0.230,-0.200,0.02042,0.00365,-0.00365,0,0.142,,76.445793,21.548630,25.13,0.00,-0.00,10.014,0.033,V (Johnson),0.817,0.059,0.90,0.04,-0.03,0.080,0.040,-0.050,5520.00,60.00,-60.00,4.50,0.05,-0.05,3.720,3.700,-2.510,Kosiarek et al. 2019,b
K2-260,2.62666570,0.00000180,-0.00000180,0.040400,0.001300,-0.001600,0.000000,,,88.670,0.890,-1.000,1.42000,0.31000,-0.32000,0,1.552,,76.867325,16.867718,29.07,2.66,-2.66,12.689,0.110,V (Johnson),0.528,0.118,1.69,0.03,-0.03,-0.140,0.150,-0.150,6367.00,250.00,-250.00,4.15,,,1.900,0.300,-0.300,Johnson et al. 2018,b
HD 33142,326.00000000,1.20000000,-1.20000000,1.070000,0.090000,-0.090000,0.066000,0.041000,-0.041000,,,,1.38500,0.06400,-0.06400,0,,HIP 23844,76.898087,-13.986480,33.78,0.15,-0.15,7.960,,V (Johnson),0.950,,4.45,,,,,,4978.00,,,3.40,,,,,,Johnson et al. 2011,b
HD 33142,834.00000000,29.00000000,-24.00000000,,,,0.050000,0.172000,-0.114000,,,,5.97000,1.04000,-0.80000,0,,HIP 23844,76.898087,-13.986480,33.78,0.15,-0.15,7.960,,V (Johnson),0.950,,4.45,,,,,,4978.00,,,3.40,,,,,,Bryan et al. 2016,c
TCP J05074264+2447555,,,,0.500000,,,,,,,,,0.02895,0.02077,-0.02077,0,,,76.927666,24.798750,,,,,,,,,,,,,,,,,,,,,,,,Nucita et al. 2018,b
HD 32963,2372.00000000,26.00000000,-26.00000000,3.410000,0.020000,-0.020000,0.070000,0.040000,-0.040000,,,,0.70000,0.03000,-0.03000,0,,HIP 23884,76.982353,26.327963,-62.90,0.10,-0.10,7.600,,V (Johnson),0.600,,,,,0.110,0.050,-0.050,5727.00,32.00,-32.00,4.41,0.03,-0.03,4.990,6.710,-3.550,Rowan et al. 2016,b
HD 33283,18.19910000,0.00170000,-0.00170000,0.150800,0.008700,-0.008700,0.399000,0.056000,-0.056000,,,,0.32900,0.07100,-0.07100,0,,HIP 23889,77.004219,-26.797472,4.10,0.20,-0.20,8.050,,V (Johnson),0.641,,1.97,0.13,-0.13,0.350,,,5935.00,,,,,,3.630,0.480,-0.480,Johnson et al. 2006,b
HD 32518,157.54000000,0.38000000,-0.38000000,0.590000,0.030000,-0.030000,0.010000,0.030000,-0.030000,,,,3.04000,0.68000,-0.68000,0,,HIP 24003,77.403000,69.639404,-6.47,0.12,-0.12,6.421,0.010,V (Johnson),1.109,0.017,10.22,0.87,-0.87,-0.150,0.040,-0.040,4580.00,70.00,-70.00,2.10,0.15,-0.15,5.830,2.580,-2.580,Dollinger et al. 2009,b
